Column1;SlHa1;SlHa2;SlHa3;Ctr1;Ctr2;Ctr3
PITA_39482;2;0;6;1;0;4
PITA_20338;45;11;66;14;21;3
PITA_30032;0;0;0;0;0;0
PITA_46462;275;643;626;359;719;380
PITA_19267;49;42;153;1;9;43
PITA_43751;0;0;4;0;0;8
PITA_21486;248;316;750;155;239;243
PITA_46769;0;0;0;0;0;0
PITA_18372;0;0;0;0;0;0
PITA_15649;1;0;1;1;2;1
PITA_02374;0;0;0;0;0;0
PITA_35537;58;28;233;68;32;5
PITA_17688;48;96;108;74;43;77
PITA_16628;0;0;0;11;0;49
PITA_00724;1123;2773;2960;2009;1758;3759
PITA_38681;0;0;0;0;0;0
PITA_02973;0;0;0;0;0;31
PITA_41249;2;2;5;6;3;2
PITA_41204;0;0;0;0;0;0
PITA_07562;34;22;48;38;31;35
PITA_12322;0;0;0;0;0;0
PITA_10692;4;6;10;1;1;0
PITA_19458;361;712;931;495;604;922
PITA_44639;16;14;16;43;120;9
PITA_22867;21;34;51;22;20;44
PITA_22067;61;64;63;65;8;34
PITA_12149;1;38;11;28;25;23
PITA_40454;42;48;78;43;51;92
PITA_20627;0;0;0;0;0;0
PITA_20610;3;2;0;4;7;1
PITA_00659;4;2;8;2;7;10
PITA_26549;175;221;428;210;217;237
PITA_33714;24;24;41;33;27;17
PITA_48547;234;243;362;564;1727;1492
PITA_48039;0;1;6;0;1;1
PITA_41543;47;65;170;38;109;118
PITA_09787;28;49;16;133;10;0
PITA_48130;1;0;1;1;2;0
PITA_43355;0;0;0;0;0;0
PITA_05868;28;66;43;29;60;27
PITA_02280;5;4;4;9;9;1
PITA_15111;0;0;0;0;0;0
PITA_22268;0;0;0;0;1;0
PITA_49933;0;0;0;0;0;0
PITA_25372;0;0;0;0;0;0
PITA_43225;33;16;60;30;4;8
PITA_16522;0;15;62;24;6;0
PITA_23287;0;0;0;0;0;0
PITA_23044;0;302;0;0;92;107
PITA_36835;33;7;21;18;11;15
PITA_08486;108;212;208;165;173;177
PITA_46922;127;62;175;151;93;161
PITA_38037;10;0;8;0;1;0
PITA_04764;97;247;184;35;69;103
PITA_10168;159;220;469;206;223;300
PITA_46098;73;63;142;86;50;71
PITA_10103;60;62;79;64;56;50
PITA_25535;0;0;0;0;0;0
PITA_47694;205;205;336;170;160;172
PITA_33534;111;126;213;90;111;126
PITA_47218;67;24;112;89;58;486
PITA_22703;2;2;2;5;1;2
PITA_19947;4;12;1;31;4;32
PITA_23810;78;90;184;115;101;69
PITA_31498;40;54;119;106;91;43
PITA_26236;56;197;202;89;97;162
PITA_16181;3;10;21;26;21;29
PITA_20554;219;197;536;262;282;368
PITA_27211;1;4;1;5;2;0
PITA_05037;0;0;0;0;0;1
PITA_17606;0;0;0;0;0;0
PITA_22771;0;1;0;0;0;0
PITA_25646;2;1;5;2;4;2
PITA_21344;0;0;0;0;0;1
PITA_21644;1;8;4;2;1;3
PITA_34156;0;0;5;3;2;1
PITA_50259;279;207;530;258;284;306
PITA_22145;1;0;0;2;0;0
PITA_49685;237;181;619;288;240;345
PITA_48662;144;91;209;243;118;84
PITA_13817;0;0;0;0;0;0
PITA_12601;8;1;16;4;10;1
PITA_51728;38;53;74;32;57;56
PITA_38622;0;0;0;3;0;0
PITA_37841;0;0;0;0;0;0
PITA_02105;78;39;105;85;66;36
PITA_18361;198;248;402;243;232;308
PITA_51458;0;0;0;0;0;0
PITA_14141;5;0;13;1;3;2
PITA_51159;4;0;11;1;0;0
PITA_45217;0;0;69;16;11;1
PITA_06077;187;228;421;298;151;291
PITA_02445;386;828;1043;714;603;1137
PITA_05319;0;0;0;0;0;0
PITA_17426;127;0;211;150;116;111
PITA_16492;0;0;4;0;0;0
PITA_11239;2;2;0;2;0;1
PITA_26565;0;0;0;0;0;0
PITA_14036;9;51;103;19;0;4
PITA_05712;21;67;127;53;77;59
PITA_01176;7;9;6;10;7;0
PITA_12292;0;0;0;0;0;0
PITA_23288;1271;1581;2628;1615;1479;1696
PITA_49587;4;9;5;3;1;5
PITA_36959;170;1;175;50;9;7
PITA_32932;233;385;535;296;307;730
PITA_40698;16;27;44;35;46;61
PITA_04437;0;0;0;0;0;0
PITA_30569;756;1935;2044;1167;1447;1811
PITA_23693;557;418;985;844;446;727
PITA_25729;280;409;722;363;415;462
PITA_12598;0;0;0;0;0;0
PITA_26901;28;3;59;54;37;36
PITA_30332;21;11;69;28;15;21
PITA_25179;1;0;9;2;1;2
PITA_13135;112;155;328;211;343;220
PITA_35601;0;0;0;0;0;0
PITA_26959;32;83;85;68;161;51
PITA_14428;0;0;0;0;2;0
PITA_01070;3;1;3;0;1;3
PITA_21503;0;0;0;0;0;0
PITA_39783;5;4;3;3;0;3
PITA_49059;1;4;1;0;2;0
PITA_48950;0;0;0;0;0;0
PITA_16955;0;0;0;0;0;0
PITA_51101;503;326;1713;644;163;236
PITA_30877;11;36;29;9;38;35
PITA_46426;53;64;151;83;76;142
PITA_17966;57;62;117;101;92;93
PITA_42039;3;7;1;1;8;0
PITA_36838;12;7;11;12;4;4
PITA_33975;61;28;36;40;47;45
PITA_27098;0;0;0;0;0;0
PITA_32078;219;260;512;277;272;331
PITA_26302;40;15;59;20;37;10
PITA_02150;11;3;20;6;5;31
PITA_19501;285;337;470;256;239;354
PITA_50459;1014;1754;2004;1194;1224;1560
PITA_10153;0;0;0;0;0;0
PITA_48144;0;0;0;0;0;0
PITA_37617;0;0;0;0;0;2
PITA_13295;978;2644;3364;2293;1312;3363
PITA_05768;34;60;77;51;45;70
PITA_00109;0;0;0;0;0;0
PITA_00323;0;0;0;0;0;0
PITA_12913;181;193;286;189;172;174
PITA_12442;0;0;0;0;0;0
PITA_11419;24;41;86;13;13;75
PITA_31232;0;0;0;516;0;0
PITA_45506;175;195;22;14;111;74
PITA_24179;71;126;229;25;55;113
PITA_35504;75;138;377;224;287;118
PITA_07223;1632;2265;4489;1820;2282;4810
PITA_35196;1;3;0;0;0;0
PITA_14744;51;35;37;56;23;101
PITA_22538;125;47;365;302;233;67
PITA_21330;3;1;6;1;1;0
PITA_33550;33;24;35;19;3;11
PITA_40064;18;19;35;34;37;27
PITA_05484;0;0;0;0;0;0
PITA_23229;0;0;0;0;0;0
PITA_01337;10;11;21;13;9;24
PITA_28760;1571;2386;2789;2075;1785;2334
PITA_41381;40;110;40;171;260;494
PITA_21828;326;156;446;113;75;42
PITA_13619;0;0;0;0;0;0
PITA_21582;599;668;1272;736;608;1554
PITA_35296;2;4;5;0;2;3
PITA_16060;0;0;0;0;0;0
PITA_02014;0;0;0;1;0;0
PITA_29006;3;0;0;0;0;1
PITA_35175;0;0;2;0;0;0
PITA_03949;7;1;10;6;3;24
PITA_08844;52;48;101;47;37;95
PITA_37484;147;510;280;9;564;15
PITA_05274;0;5;5;0;1;0
PITA_07780;118;106;283;182;161;207
PITA_13384;399;698;709;370;519;639
PITA_11288;0;0;0;0;0;0
PITA_13700;0;0;0;0;0;0
PITA_15284;989;982;2019;1325;1059;1706
PITA_14329;1320;1482;2949;1821;2308;1736
PITA_40442;1;9;5;0;0;0
PITA_42837;181;232;563;300;929;0
PITA_22273;0;0;0;0;0;0
PITA_08497;0;0;0;0;0;0
PITA_34111;7;0;0;1;0;0
PITA_39820;65;85;232;108;104;119
PITA_31483;0;0;0;0;0;0
PITA_13707;18;40;22;27;34;30
PITA_50205;0;0;0;0;0;0
PITA_26817;50;82;97;34;90;46
PITA_37891;1;0;0;0;0;0
PITA_30680;15;0;25;5;35;0
PITA_48635;269;183;459;200;247;189
PITA_13871;459;797;1385;712;670;1089
PITA_28895;0;0;0;0;0;0
PITA_45214;439;75;210;124;184;4
PITA_12196;8;4;21;17;10;14
PITA_14573;127;97;340;147;116;195
PITA_07218;13;36;9;11;28;18
PITA_49883;12;11;9;17;12;28
PITA_03798;0;0;0;0;0;0
PITA_22984;0;0;0;0;0;0
PITA_01468;5;0;0;2;1;4
PITA_06701;0;0;0;0;0;0
PITA_09396;205;237;434;250;192;291
PITA_38911;118;94;226;136;150;217
PITA_28848;0;0;0;0;0;0
PITA_46649;12;3;25;4;7;1
PITA_16283;0;0;0;0;0;0
PITA_23546;310;392;611;233;345;519
PITA_03415;2;4;9;7;7;11
PITA_08147;0;0;0;0;0;0
PITA_14363;1147;1314;2110;863;1020;1563
PITA_26636;0;0;0;0;0;0
PITA_11041;2;1;0;2;0;0
PITA_19292;6;9;8;15;18;2
PITA_37333;189;255;375;203;252;242
PITA_36234;614;159;1098;2111;289;502
PITA_07128;2;0;0;1;0;0
PITA_32748;0;0;0;0;0;0
PITA_49546;1;14;9;17;16;10
PITA_48688;57;44;100;19;58;58
PITA_26478;0;0;0;2;3;0
PITA_03988;15;21;48;5;1;5
PITA_43650;6;15;14;13;6;8
PITA_19646;0;0;4;0;1;0
PITA_15432;0;0;8;0;0;0
PITA_37826;158;44;229;178;126;231
PITA_07361;0;0;0;0;0;3
PITA_11553;43;46;72;93;44;56
PITA_32335;0;0;0;0;0;0
PITA_35348;0;0;0;0;1;0
PITA_37926;16;0;3;7;0;0
PITA_40047;102;139;276;133;104;40
PITA_23881;63;79;93;85;106;125
PITA_45980;39;0;14;52;11;26
PITA_02211;1;0;2;0;0;1
PITA_35976;3;0;4;1;2;0
PITA_18408;0;0;0;0;0;0
PITA_17500;0;0;0;0;0;0
PITA_20207;74;97;89;76;128;54
PITA_27772;0;0;0;0;0;0
PITA_04685;5;6;6;7;15;9
PITA_36082;113;26;194;154;101;74
PITA_13549;1;0;0;0;0;0
PITA_49411;29;8;40;21;11;35
PITA_11969;45;49;111;115;49;69
PITA_45168;206;224;344;274;275;224
PITA_25122;624;501;637;862;491;675
PITA_49654;123;212;228;110;129;224
PITA_20607;0;0;0;0;2;2
PITA_29918;2;3;3;1;6;3
PITA_37151;0;0;0;0;0;0
PITA_21285;92;81;249;42;165;71
PITA_48702;0;0;0;0;0;0
PITA_12700;3;2;14;1;5;1
PITA_18105;90;30;139;73;32;57
PITA_03288;82;112;146;70;118;50
PITA_04984;20;4;54;12;3;9
PITA_16235;1380;1575;2010;1502;1423;2001
PITA_08720;0;0;0;0;0;0
PITA_33571;3;12;6;4;5;11
PITA_47593;0;0;0;0;0;0
PITA_08383;3;6;6;5;4;8
PITA_17700;0;0;0;0;0;0
PITA_24877;0;0;2;0;6;0
PITA_11716;478;615;890;504;590;918
PITA_12366;270;361;477;319;334;285
PITA_20830;36;88;132;7;149;103
PITA_42737;0;0;177;122;0;173
PITA_09392;24;16;22;36;33;1
PITA_18180;227;41;331;331;194;235
PITA_41226;0;0;0;5;1;0
PITA_37287;0;0;0;0;1;1
PITA_01646;0;0;0;0;0;0
PITA_27784;539;518;1424;685;692;877
PITA_26166;109;99;240;140;298;46
PITA_18788;94;100;120;148;100;162
PITA_13522;4;6;5;10;11;20
PITA_30560;86;50;162;133;102;70
PITA_05982;1;0;4;2;1;0
PITA_02751;44;86;243;86;132;220
PITA_44581;0;0;8;0;1;0
PITA_24457;4;2;3;15;1;49
PITA_30031;0;0;0;1;0;0
PITA_45767;1934;2530;3754;2774;2501;2685
PITA_44985;0;0;0;0;0;0
PITA_00870;17;12;26;18;0;13
PITA_32358;0;0;0;0;0;0
PITA_00563;0;0;0;0;0;0
PITA_17362;38;9;77;38;18;60
PITA_02581;0;0;0;0;0;0
PITA_20576;83;54;143;87;71;83
PITA_47917;425;524;1074;569;487;555
PITA_09474;0;0;0;0;0;0
PITA_08697;0;1;0;0;0;0
PITA_13307;0;0;0;0;0;0
PITA_46398;35;13;48;24;19;26
PITA_09245;695;664;1369;1136;1211;670
PITA_27836;0;2;0;3;0;0
PITA_50303;0;0;0;0;0;0
PITA_21767;2;7;5;5;4;14
PITA_13897;1;0;1;0;0;0
PITA_36442;812;1035;1587;1072;1249;851
PITA_37170;22;10;53;15;8;1
PITA_02472;45;25;50;52;43;30
PITA_30750;1;0;0;3;0;0
PITA_45091;10;7;15;27;13;35
PITA_04092;0;0;0;0;0;0
PITA_20744;515;405;947;655;504;875
PITA_45772;1;0;0;0;0;0
PITA_51749;0;0;1;0;0;0
PITA_03035;0;0;0;0;0;0
PITA_22531;2;0;0;8;5;27
PITA_02415;402;984;927;362;509;867
PITA_20609;0;0;0;0;0;0
PITA_14964;170;172;355;102;99;57
PITA_20306;2;3;2;1;3;4
PITA_06629;64;102;122;101;77;125
PITA_03877;1;4;0;0;0;0
PITA_02137;9;19;23;11;9;28
PITA_50643;48;54;94;58;54;41
PITA_30109;1090;1305;2141;1360;1341;1437
PITA_34866;17;21;58;33;28;55
PITA_29887;138;130;245;278;205;133
PITA_44533;0;0;0;0;0;0
PITA_00025;92;103;140;94;103;38
PITA_47410;0;2;0;1;0;1
PITA_15339;21;2;40;21;16;0
PITA_37121;0;0;0;0;0;0
PITA_08295;29;39;65;41;21;80
PITA_48074;0;0;91;0;0;0
PITA_15228;205;126;458;261;282;219
PITA_48863;0;4;19;1;8;1
PITA_17087;399;462;724;498;658;542
PITA_31690;57;64;174;88;70;101
PITA_41975;15;8;11;5;4;0
PITA_29148;19;19;43;29;33;27
PITA_18705;0;3;2;3;2;2
PITA_14706;1;11;16;6;28;9
PITA_16132;483;575;806;554;1152;657
PITA_25228;0;73;143;185;0;0
PITA_10289;1;8;9;8;41;4
PITA_00309;0;0;0;0;0;0
PITA_47813;6;0;1;0;0;0
PITA_41715;0;0;0;0;0;0
PITA_51420;282;573;566;280;329;454
PITA_11232;69;49;163;82;64;66
PITA_43553;0;0;0;0;0;0
PITA_03876;779;1139;2772;1241;1232;1356
PITA_02986;0;0;0;0;0;2
PITA_03733;1187;985;2621;1512;1334;2285
PITA_36032;0;0;0;0;0;0
PITA_18561;0;1;0;7;3;4
PITA_01455;0;0;0;0;0;0
PITA_37370;52;20;114;172;378;67
PITA_29642;0;0;0;0;0;0
PITA_49459;14;12;9;7;12;7
PITA_49295;4;22;0;0;8;2
PITA_44557;236;120;396;300;289;201
PITA_31642;272;506;595;465;345;448
PITA_31257;493;329;761;407;341;233
PITA_14710;37;42;84;35;29;43
PITA_09602;25;10;55;76;60;4
PITA_23972;0;0;1;6;2;0
PITA_30959;1017;1203;480;1542;2353;883
PITA_37427;0;0;0;0;0;0
PITA_42975;2;0;3;0;0;0
PITA_06145;10;5;14;15;7;16
PITA_41923;0;0;0;0;0;0
PITA_28217;23;19;76;22;27;26
PITA_00026;4;8;2;1;0;2
PITA_45358;189;493;437;163;420;154
PITA_00002;2;0;0;0;0;0
PITA_04256;158;211;350;235;209;294
PITA_34997;54;103;171;118;104;138
PITA_04187;8;0;12;0;14;0
PITA_27821;0;0;0;0;0;0
PITA_25428;0;0;0;0;0;0
PITA_37373;841;1785;1810;852;1444;1931
PITA_03386;9;50;0;0;0;0
PITA_48320;13;7;9;8;4;3
PITA_23915;0;3;3;9;3;5
PITA_18752;0;0;0;0;0;0
PITA_23633;4;0;6;3;1;0
PITA_07505;0;0;0;0;0;0
PITA_04281;2;7;7;6;4;7
PITA_37412;0;0;0;0;0;0
PITA_06985;0;0;0;0;0;0
PITA_04255;0;0;0;0;0;0
PITA_25097;0;3;0;2;0;0
PITA_44489;0;0;0;0;0;0
PITA_15288;218;358;384;130;338;124
PITA_04002;5;0;3;1;3;0
PITA_30516;42;30;96;76;42;23
PITA_16054;184;245;442;220;143;198
PITA_15124;0;0;1;0;1;0
PITA_33934;0;0;0;0;1;0
PITA_20959;0;0;0;0;0;27
PITA_43551;0;0;0;0;0;0
PITA_16356;32;49;64;46;52;56
PITA_44732;0;2;6;1;1;1
PITA_11111;1;21;0;1;0;1
PITA_43031;300;534;772;394;308;561
PITA_33354;0;0;0;0;0;0
PITA_18069;2;0;0;0;0;1
PITA_09697;26;29;54;14;41;72
PITA_49471;53;67;139;64;82;122
PITA_26960;578;538;904;707;555;860
PITA_26529;92;84;163;117;84;218
PITA_46764;0;0;5;0;2;1
PITA_04857;75;155;242;141;103;143
PITA_24224;61;22;183;227;155;107
PITA_06058;27;50;86;40;47;31
PITA_21159;31;11;59;54;55;64
PITA_15317;74;78;141;37;91;80
PITA_02521;90;76;182;182;135;24
PITA_22171;25;31;105;42;36;34
PITA_48028;1;1;4;0;1;0
PITA_13371;54;61;80;43;59;121
PITA_33922;0;0;2;21;8;0
PITA_34001;16;24;57;24;41;35
PITA_51067;0;0;0;0;0;0
PITA_39281;0;0;0;0;2;0
PITA_40945;17;31;80;49;47;62
PITA_09597;0;0;0;0;0;0
PITA_49708;0;0;0;0;0;0
PITA_09172;1440;1910;3469;1849;1845;2426
PITA_26576;60;56;208;47;23;17
PITA_30058;11;5;20;23;8;3
PITA_42941;10;1;0;7;0;10
PITA_39874;0;0;0;0;0;0
PITA_25822;0;0;0;0;0;0
PITA_09048;1288;647;2048;1538;1412;1202
PITA_44703;0;0;0;0;0;0
PITA_12432;0;0;0;0;0;0
PITA_01457;22;18;40;20;27;9
PITA_34858;0;0;0;0;0;0
PITA_14441;80;56;107;80;55;73
PITA_51587;1;0;9;0;1;3
PITA_20833;7;2;2;12;10;14
PITA_07047;75;41;102;29;89;77
PITA_17285;7;0;34;26;13;20
PITA_32630;284;308;622;345;374;391
PITA_25436;15;32;29;22;9;59
PITA_42593;28;15;53;11;18;13
PITA_08890;2;4;2;3;3;0
PITA_17456;1;12;15;6;12;2
PITA_03199;2;4;12;1;2;4
PITA_30784;0;0;0;0;0;0
PITA_21974;0;2;0;0;0;0
PITA_36289;0;0;1;0;1;1
PITA_25774;0;0;0;0;0;0
PITA_24263;87;220;189;111;103;41
PITA_10982;0;0;0;0;0;0
PITA_27011;69;85;159;118;139;177
PITA_38448;0;0;0;0;0;0
PITA_12600;32;44;57;26;22;39
PITA_49304;0;0;0;0;0;0
PITA_32896;2;4;21;8;7;11
PITA_28744;2086;3000;6098;2931;2710;3541
PITA_21857;0;0;0;0;0;0
PITA_44005;286;306;591;390;284;408
PITA_02463;0;0;0;0;0;0
PITA_45441;0;0;0;0;0;0
PITA_40434;37;33;70;45;39;31
PITA_50997;2;0;0;0;0;0
PITA_21623;0;0;0;0;0;0
PITA_08754;57;19;70;102;122;6
PITA_51585;26;24;31;27;24;13
PITA_11326;2;1;4;5;0;3
PITA_38806;9;6;25;8;3;7
PITA_48215;35;56;87;39;42;64
PITA_20080;880;578;2129;1070;914;1254
PITA_48104;3;10;11;6;4;44
PITA_00466;2;8;0;8;21;53
PITA_04446;0;0;0;0;0;0
PITA_31646;0;0;0;0;0;0
PITA_49918;761;642;1579;486;703;786
PITA_24828;141;128;406;185;186;497
PITA_21007;101;71;180;107;99;197
PITA_21864;54;97;62;205;76;234
PITA_11293;0;29;131;47;32;57
PITA_30625;0;2;0;0;1;0
PITA_24258;228;484;448;583;517;684
PITA_18159;177;196;386;161;148;263
PITA_09137;50;165;128;50;221;123
PITA_18415;378;295;679;754;587;192
PITA_22054;45;19;43;46;36;13
PITA_07372;4;0;5;2;5;8
PITA_11263;0;0;0;0;0;1
PITA_35855;1;0;0;0;0;0
PITA_32011;15;12;56;9;15;26
PITA_19195;1;0;60;82;34;93
PITA_08471;93;210;381;163;190;314
PITA_47035;20;0;74;0;41;48
PITA_01911;0;0;1;0;0;0
PITA_45389;25;36;60;24;21;33
PITA_36520;0;0;0;0;0;0
PITA_51415;8;0;2;1;2;4
PITA_36911;1;0;0;0;0;0
PITA_24160;116;163;293;148;111;261
PITA_21303;49;57;72;41;54;76
PITA_03962;0;0;3;4;0;0
PITA_07221;0;0;0;3;0;0
PITA_51589;0;0;0;0;0;0
PITA_23775;18;4;23;18;9;1
PITA_28095;0;0;0;0;0;0
PITA_49934;0;0;0;0;0;0
PITA_45183;425;597;1038;664;605;1065
PITA_12158;1248;1325;2685;1091;950;1559
PITA_21275;60;136;186;93;93;146
PITA_14582;306;375;864;478;256;715
PITA_18968;7;24;10;18;16;32
PITA_36192;14;9;21;9;2;27
PITA_20222;74;49;118;203;50;13
PITA_49177;0;0;1;1;1;0
PITA_34612;0;0;1;0;0;2
PITA_25519;62;66;135;74;40;68
PITA_49447;0;0;0;0;0;0
PITA_23883;0;0;0;0;0;0
PITA_43450;21;33;32;32;18;49
PITA_31886;0;0;0;0;0;0
PITA_31083;20;124;42;86;64;94
PITA_14578;0;0;0;0;0;0
PITA_00073;330;395;468;311;348;371
PITA_41587;49;178;168;61;231;23
PITA_38133;19;24;27;18;20;24
PITA_39947;0;0;0;0;0;0
PITA_50982;97;88;263;144;153;131
PITA_00869;1;0;0;2;0;1
PITA_48061;0;0;0;0;0;0
PITA_48271;0;0;0;0;0;0
PITA_22132;0;0;3;0;0;0
PITA_29788;138;189;268;140;250;248
PITA_01818;0;0;0;0;1;0
PITA_11109;0;0;0;0;0;0
PITA_35005;3;2;2;6;8;26
PITA_10003;0;0;0;0;0;0
PITA_48188;0;0;1;0;1;0
PITA_30402;20;6;12;29;15;19
PITA_10418;0;1;0;0;0;0
PITA_13222;0;0;10;0;0;3
PITA_34705;318;296;475;465;279;481
PITA_16354;0;3;1;0;0;0
PITA_26386;217;339;445;326;264;359
PITA_24116;113;70;281;220;196;111
PITA_14857;0;0;0;0;0;0
PITA_37194;0;0;0;0;0;0
PITA_06420;9;24;28;17;68;2
PITA_17473;0;0;0;13;8;0
PITA_48453;34;51;104;42;59;7
PITA_45742;0;0;0;0;0;2
PITA_22001;121;143;272;107;274;295
PITA_17875;0;0;0;1;0;0
PITA_36533;0;0;0;0;0;0
PITA_08238;99;112;158;175;90;151
PITA_06151;0;0;0;0;0;0
PITA_42609;1;1;25;4;1;12
PITA_35762;445;620;1053;717;616;669
PITA_37381;13;15;14;17;18;15
PITA_41742;0;8;0;5;0;43
PITA_40365;36;21;44;26;19;16
PITA_37916;42;117;87;59;29;23
PITA_06567;0;0;0;0;0;0
PITA_25222;0;0;0;0;0;0
PITA_37769;15;14;32;33;13;9
PITA_33170;0;0;0;0;0;1
PITA_04663;893;892;2165;1149;734;1460
PITA_02633;0;0;0;0;0;0
PITA_18330;169;221;267;150;180;175
PITA_51068;40;65;83;57;44;78
PITA_06576;7;1;0;4;16;0
PITA_12621;61;122;104;129;64;110
PITA_45799;174;167;277;207;163;230
PITA_10526;216;190;271;293;134;159
PITA_22358;56;99;70;112;85;78
PITA_33847;5;1;5;4;5;6
PITA_37439;62;55;127;81;87;79
PITA_10192;0;0;2;0;0;0
PITA_33556;363;334;920;621;477;547
PITA_03583;195;701;593;1;296;10
PITA_07994;1;0;0;0;0;0
PITA_09802;2;3;7;7;7;2
PITA_08816;44;39;173;58;42;69
PITA_03256;67;59;140;124;157;163
PITA_50180;0;0;0;0;0;0
PITA_23983;61;42;159;78;54;85
PITA_28170;68;157;156;142;87;62
PITA_45337;6;2;1;15;2;0
PITA_09529;4;1;8;4;2;3
PITA_08805;19;21;12;6;4;2
PITA_43495;1;0;1;0;0;1
PITA_31578;1;0;2;0;1;1
PITA_38559;134;239;290;311;307;198
PITA_27646;0;0;0;0;1;1
PITA_39896;0;0;0;0;0;0
PITA_19625;131;52;216;73;71;77
PITA_05374;43;70;175;71;50;124
PITA_07055;0;0;0;0;0;0
PITA_28036;15;0;0;0;0;0
PITA_36814;26;22;27;28;16;24
PITA_00511;67;17;99;115;63;90
PITA_43337;0;0;1;0;0;0
PITA_42963;9;12;10;8;13;8
PITA_44140;54;46;111;66;62;332
PITA_17924;1;0;3;1;0;2
PITA_21855;19;21;62;20;10;14
PITA_33172;1400;1455;2540;1379;1919;2002
PITA_12752;0;0;0;0;3;0
PITA_15748;8;1;9;4;8;1
PITA_25642;0;0;0;2;2;0
PITA_24233;1;1;0;2;0;0
PITA_47149;0;0;0;0;0;0
PITA_20234;603;895;1767;1056;634;1172
PITA_37178;53;23;101;39;18;28
PITA_24773;0;0;3;0;0;0
PITA_38070;74;139;169;86;75;147
PITA_17913;0;0;0;0;0;0
PITA_42140;0;0;0;0;0;0
PITA_02197;0;2;0;0;0;0
PITA_02621;148;103;267;194;133;198
PITA_13148;357;457;1054;525;1144;325
PITA_06290;0;0;0;0;0;0
PITA_29294;0;0;0;0;0;0
PITA_13797;42;55;27;0;13;39
PITA_30228;36;38;86;51;18;43
PITA_07116;51;92;155;77;80;133
PITA_40694;1127;1294;2761;1485;1624;1891
PITA_11937;0;0;0;0;0;3
PITA_20958;7;0;0;0;19;0
PITA_46771;0;0;3;0;0;0
PITA_32870;0;0;0;0;0;0
PITA_40222;0;0;0;0;0;0
PITA_08605;0;0;0;0;0;0
PITA_42424;0;0;0;0;0;0
PITA_15101;0;0;0;0;1;0
PITA_48551;4;0;1;3;0;1
PITA_42947;3;1;0;2;0;1
PITA_29869;86;13;62;34;37;1
PITA_30694;1;0;0;0;0;0
PITA_51274;12;1;0;1;6;8
PITA_42517;72;97;165;107;86;116
PITA_47360;0;0;0;0;0;0
PITA_35517;1;0;0;0;1;3
PITA_18400;17;14;11;18;7;21
PITA_16950;26;34;86;33;24;70
PITA_06251;20;27;107;21;30;22
PITA_51310;0;1;0;0;0;0
PITA_16999;222;183;455;245;234;198
PITA_00202;5;0;5;11;4;5
PITA_05953;38;86;160;91;92;80
PITA_02010;12;1;43;28;9;16
PITA_39930;6;7;8;11;5;7
PITA_26390;0;47;0;0;0;0
PITA_34411;0;0;0;0;0;0
PITA_19921;337;320;744;330;366;433
PITA_48671;57;53;71;46;36;69
PITA_23104;3;5;4;2;1;2
PITA_02284;0;0;0;0;0;0
PITA_50266;3;1;4;11;1;4
PITA_05273;261;195;559;354;253;453
PITA_31698;0;4;0;0;0;1
PITA_05699;110;256;371;116;133;174
PITA_45497;2943;4343;7519;4532;5223;4554
PITA_14939;0;0;0;12;7;17
PITA_19740;373;419;730;442;361;698
PITA_26502;460;635;1318;656;891;834
PITA_14199;0;0;0;0;0;0
PITA_12963;1064;1242;2194;1503;1316;1768
PITA_32433;161;131;237;185;101;245
PITA_01980;5;4;19;10;13;7
PITA_23300;240;442;538;406;367;423
PITA_39860;7;9;21;14;11;11
PITA_29710;414;350;631;461;413;534
PITA_35515;2;4;13;5;1;2
PITA_44516;45;33;25;19;14;21
PITA_05610;69;32;156;92;76;169
PITA_27324;45;52;70;38;23;44
PITA_17567;427;660;860;974;777;919
PITA_41753;36;16;10;10;8;35
PITA_00621;0;0;0;0;0;0
PITA_22474;243;219;543;281;274;360
PITA_26464;23;16;20;18;16;20
PITA_36314;1247;1731;2712;1822;2026;2494
PITA_20461;0;0;1;1;1;0
PITA_13894;2;0;1;1;0;0
PITA_31236;0;0;0;0;1;0
PITA_15437;0;0;0;0;0;0
PITA_39056;8;4;2;6;20;0
PITA_39534;0;0;0;0;0;1
PITA_27925;0;8;31;9;21;13
PITA_49660;0;0;0;0;0;0
PITA_47119;37;23;39;16;55;13
PITA_16560;31;14;50;16;24;29
PITA_31059;0;0;0;0;0;0
PITA_48496;465;463;840;636;546;759
PITA_17948;0;1;3;0;2;0
PITA_40522;15;35;33;20;37;21
PITA_13738;211;136;286;77;309;204
PITA_42883;0;0;0;0;0;0
PITA_18220;82;74;127;107;101;88
PITA_33323;0;0;0;0;0;0
PITA_16791;32;44;42;29;34;443
PITA_07475;1;2;1;4;2;2
PITA_05820;0;0;0;0;0;3
PITA_31592;58;75;210;70;64;88
PITA_28162;3;0;0;1;3;6
PITA_20203;15;21;30;12;13;22
PITA_08904;41;101;76;40;181;39
PITA_44967;4;3;6;4;5;5
PITA_14819;1014;1453;2169;1802;1519;1229
PITA_05679;2;0;4;2;10;6
PITA_38297;132;39;166;127;78;135
PITA_11829;2715;2903;5823;3719;3063;3547
PITA_49668;0;0;1;0;0;0
PITA_28921;22;23;50;32;16;51
PITA_11868;14;9;12;24;13;12
PITA_17932;0;0;0;5;0;5
PITA_39247;93;198;437;94;103;101
PITA_43612;12;9;16;12;7;14
PITA_05284;134;155;297;144;119;211
